Name,Nation,Club,Position,Age,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Composure,Interceptions,Heading,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,Gender,GK
Juanma Bravo,Spain,AD Alcorcón,CM,25,66,62,61,64,61,66,70,66,59,61,60,68,46,60,63,56,47,48,70,59,67,61,64,74,61,78,68,70,71,Medium,Medium,Right,3,2,M,
Pascal Breier,Germany,VfB Lübeck,LM,31,66,72,63,59,67,33,69,70,74,62,65,60,62,51,57,60,58,62,67,67,66,61,32,62,23,72,75,70,60,Medium,Medium,Right,3,3,M,
Marco Brescianini,Italy,Frosinone,CDM,23,66,60,47,61,62,61,73,63,57,58,34,66,43,54,66,48,40,48,51,52,67,62,61,59,59,71,72,75,70,Low,Medium,Left,3,2,M,
Joshua Brillante,Australia,WS Wanderers,CDM,30,66,55,56,62,61,63,81,59,51,55,51,60,42,51,63,62,56,62,70,71,61,60,66,56,62,73,93,82,67,Medium,High,Right,3,3,M,
Jérémie Broh,Italy,Südtirol,CM,26,66,81,59,63,66,63,67,80,81,67,55,64,58,56,64,58,55,58,73,71,66,54,69,60,62,75,69,64,70,Medium,Medium,Right,3,3,M,
Javain Brown,Jamaica,Whitecaps FC,RB,24,66,80,36,53,50,64,73,76,83,44,34,47,34,32,49,58,37,49,62,69,50,68,61,62,64,80,71,75,67,High,Medium,Right,1,2,M,
Ciaron Brown,Northern Ireland,Oxford United,LB,25,66,67,46,53,57,66,72,65,69,43,39,56,34,37,40,58,38,46,61,54,61,57,65,60,66,73,72,75,65,Medium,High,Left,2,2,M,
Alexander Brunst,Germany,SV Darmstadt 98,GK,28,66,67,65,61,16,38,65,38,39,11,14,30,14,26,34,15,15,16,34,36,55,32,16,22,15,64,30,70,32,Medium,Medium,Right,3,1,M,68
Charles-Andreas Brym,Canada,Sparta Rotterdam,ST,25,66,84,65,53,66,28,67,83,85,66,66,41,59,63,55,56,38,43,72,68,65,59,26,56,26,68,67,69,61,Medium,Medium,Right,4,2,M,
Buatu,Angola,Valenciennes FC,CB,30,66,56,41,51,52,65,77,61,51,54,32,58,42,42,32,50,41,35,38,41,59,66,64,65,62,77,66,82,76,Medium,High,Right,3,2,M,
Roman Buess,Switzerland,FC Winterthur,ST,31,66,76,67,63,61,42,72,78,74,72,67,61,49,76,69,60,50,64,70,68,70,60,47,52,39,74,80,73,61,Low,High,Left,4,2,M,
Thomas Buitink,Holland,Vitesse,ST,23,66,66,65,59,67,40,70,69,64,67,69,60,62,60,59,57,50,51,67,76,66,63,41,56,35,68,72,68,74,Medium,Medium,Right,3,3,M,
Oliver Bundgaard,Denmark,Viborg FF,LB,22,66,84,49,58,64,60,60,82,85,58,45,54,50,44,51,64,48,55,75,73,60,59,59,52,60,69,67,59,52,High,Medium,Left,2,2,M,
Max Burgess,Australia,Sydney FC,CAM,28,66,79,61,63,68,51,73,77,80,60,61,60,51,52,67,57,48,62,67,65,62,66,50,50,50,73,78,73,65,High,High,Left,4,3,M,
Graham Burke,Republic of Ireland,Shamrock Rovers,LW,30,66,60,67,64,66,26,59,65,56,64,65,55,64,68,69,64,60,71,81,75,63,64,26,45,14,55,70,55,58,Medium,Low,Left,4,3,M,
Rocky Bushiri,Congo DR,Hibernian,CB,23,66,63,26,40,42,63,82,57,68,24,17,51,28,36,26,24,31,23,42,49,56,50,61,66,65,79,71,91,76,Medium,Medium,Right,2,2,M,
Jakob Busk,Denmark,Union Berlin,GK,30,66,67,60,63,15,44,63,45,42,12,10,22,18,12,58,11,12,12,30,56,66,26,29,10,14,61,33,64,20,Medium,Medium,Right,2,1,M,68
Ezequiel Busquets,Uruguay,River Plate,RB,22,66,71,49,56,54,61,65,74,69,48,48,57,59,51,42,66,46,49,73,72,59,47,62,55,68,69,75,61,61,Medium,Low,Right,3,2,M,
Álvaro Bustos,Spain,AD Alcorcón,LM,28,66,77,62,63,64,50,56,76,77,59,62,63,38,68,61,65,49,66,72,74,57,58,56,52,50,62,63,51,57,Medium,Medium,Left,3,3,M,
Mihai Butean,Romania,FC Hermannstadt,RB,27,66,77,53,62,59,58,67,73,81,57,49,59,57,40,60,65,60,59,76,69,59,63,56,44,61,60,84,63,55,Medium,Medium,Right,2,2,M,
Juan David Cabal,Colombia,Hellas Verona,CB,22,66,72,38,52,56,67,67,72,72,46,37,51,30,44,40,55,39,48,76,62,64,51,65,70,66,76,69,69,55,Medium,Medium,Left,3,2,M,
Carlos Cabello,Peru,UCV,RB,26,66,76,25,54,54,63,49,75,76,44,20,55,26,35,30,65,30,42,59,79,60,47,65,60,60,58,65,40,50,High,Medium,Right,2,2,M,
Cătălin Căbuz,Romania,FC Hermannstadt,GK,27,66,68,62,62,10,35,63,36,33,6,7,29,7,18,53,13,10,14,45,39,63,21,7,14,14,64,32,73,22,Medium,Medium,Right,2,1,M,71
Cai Huikang,China PR,Shanghai Port,CDM,33,66,44,53,55,57,65,79,51,38,52,51,56,41,46,58,41,43,41,55,74,59,60,68,73,63,78,84,80,72,Low,High,Right,3,3,M,
Luis Caicedo,Colombia,Houston Dynamo,CDM,27,66,63,40,57,68,63,74,63,63,59,34,64,37,45,61,40,41,38,75,77,56,64,64,58,63,69,82,71,74,Medium,High,Right,3,3,M,
Abdulkerim Çakar,Turkey,Gaziantep,RM,22,66,77,62,60,75,29,60,78,76,64,62,54,50,65,61,58,67,60,74,73,54,65,17,65,28,69,61,67,39,Medium,Low,Right,3,3,M,
Pablo Camacho,Venezuela,Dep. Táchira,RB,32,66,65,43,58,51,65,68,64,66,52,42,58,26,52,42,68,48,58,64,59,59,46,61,68,66,74,64,73,60,Medium,Medium,Right,3,2,M,
Lamine Camara,Senegal,FC Metz,CAM,19,66,79,58,65,67,45,45,82,76,64,58,62,51,54,68,60,62,59,72,80,58,66,42,38,45,48,55,40,46,Medium,Medium,Right,3,3,M,
Álvaro Campuzano,Paraguay,Libertad,CDM,28,66,67,46,56,59,60,79,68,66,54,44,63,33,45,45,48,39,36,62,53,62,51,56,49,67,71,85,83,64,Medium,Medium,Right,3,2,M,
Luis Cano,Ecuador,Aucas,LW,24,66,69,62,62,68,50,57,68,69,65,70,62,40,68,66,58,58,33,60,82,59,64,56,39,50,52,68,57,45,High,Medium,Left,3,3,M,
Mihai Căpățînă,Romania,Univ. Craiova,CM,27,66,67,63,64,65,58,67,67,67,63,63,62,41,65,66,64,39,64,63,74,65,63,62,45,58,60,82,66,51,Medium,Medium,Right,2,3,M,
Édgar Carrión,Venezuela,Monagas SC,LM,22,66,69,56,61,70,62,64,68,69,61,56,67,48,56,62,52,51,55,69,68,63,58,58,55,61,65,77,60,55,High,Low,Right,4,3,M,
Florian Carstens,Germany,Wehen Wiesbaden,CB,24,66,53,27,43,36,65,76,51,54,29,22,40,25,30,32,43,22,25,34,40,58,54,57,66,62,76,60,88,67,High,Medium,Right,3,2,M,
Cesare Casadei,Italy,Leicester City,CM,20,66,69,65,65,64,61,68,70,68,65,64,70,60,57,69,54,63,66,62,67,63,59,60,66,57,75,64,72,63,High,Medium,Right,3,2,M,
Marcin Cebula,Poland,Raków,CF,27,66,82,64,65,66,54,65,83,81,67,65,65,63,64,67,64,62,65,84,90,58,63,57,61,61,76,69,62,66,High,High,Right,3,3,M,
Junior Cedeño,Venezuela,Puerto Cabello,CM,32,66,67,67,65,67,58,64,67,67,65,68,65,61,70,68,55,70,60,71,66,60,60,58,44,60,57,70,65,58,High,Medium,Right,4,4,M,
Joseph Ceesay,Sweden,Malmö FF,RB,25,66,90,54,58,64,57,74,87,93,60,55,58,36,51,59,64,38,55,77,71,62,57,53,47,58,79,76,82,49,High,Medium,Right,3,3,M,
Maximiliano Centurión,Argentina,Arsenal,CB,24,66,33,27,36,35,67,76,32,33,26,20,35,29,40,28,34,35,26,46,67,66,47,67,59,65,73,64,84,72,Medium,Medium,Right,3,2,M,
Giuliano Cerato,Argentina,Instituto,RB,25,66,71,47,60,65,63,52,72,70,48,30,59,43,37,44,70,45,57,71,78,61,60,62,47,63,53,65,46,52,Medium,Medium,Right,3,2,M,
Carlos Cermeño,Venezuela,Metropolitanos,CDM,28,66,72,49,66,65,63,68,73,71,53,46,66,48,45,63,65,60,70,73,85,58,58,62,48,63,68,61,71,67,Medium,Medium,Left,3,2,M,
Boris Cespedes,Bolivia,Yverdon Sport FC,CDM,28,66,66,50,57,63,63,69,67,66,58,52,63,33,54,55,49,36,43,68,66,66,58,68,46,62,61,73,69,64,Medium,Medium,Right,3,2,M,
Sava-Arangel Čestić,Serbia,Heracles Almelo,CB,22,66,51,28,42,47,65,75,52,51,19,25,45,22,31,38,26,26,25,49,47,58,52,63,64,64,75,63,85,67,Medium,Medium,Right,3,2,M,
Mike Cestor,Congo DR,Radomiak Radom,CB,31,66,77,25,46,36,64,76,72,81,35,20,48,22,32,38,54,16,39,66,71,65,55,64,66,64,83,69,82,66,Medium,Medium,Left,3,2,M,
Tarık Çetin,Turkey,Çaykur Rizespor,GK,26,66,65,66,62,10,20,64,21,18,5,9,20,6,12,36,12,12,10,24,21,53,28,12,14,10,54,28,61,26,Medium,Medium,Right,2,1,M,72
Wálter Chalá,Ecuador,LDU Quito,RM,31,66,82,66,59,66,37,64,81,83,67,65,50,65,67,60,61,65,46,78,82,59,59,54,57,19,78,55,71,56,Medium,Medium,Right,3,3,M,
Edinson Chávez,Peru,Alianza Lima,RB,29,66,81,45,53,62,62,62,84,79,49,52,42,26,34,58,55,36,42,78,83,60,69,60,54,63,67,80,54,56,Medium,Medium,Right,2,2,M,
Sunil Chhetri,India,Bengaluru FC,ST,39,66,74,67,56,63,32,71,76,73,69,68,46,67,68,57,55,66,66,73,76,63,67,25,66,44,86,83,69,59,High,Medium,Right,4,3,M,
Alexandru Chipciu,Romania,FC Univ. Cluj,RM,34,66,73,63,63,63,51,69,75,71,64,61,60,64,62,60,62,66,66,70,71,61,68,53,58,55,71,80,64,68,High,High,Right,4,3,M,
Kacper Chodyna,Poland,Zagłębie Lubin,RM,24,66,85,55,59,64,59,67,84,85,54,55,57,45,66,59,61,35,51,83,79,62,58,61,54,60,71,85,60,62,Medium,Medium,Right,2,3,M,
Agustín Chopitea,Uruguay,River Plate,RB,24,66,64,45,54,51,63,63,65,64,57,36,64,60,37,37,71,54,59,57,73,66,47,67,44,67,55,74,61,54,High,Medium,Right,4,2,M,
Joris Chougrani,France,Rodez AF,CB,32,66,72,28,53,53,64,74,73,71,28,26,54,28,30,34,63,27,38,65,59,61,55,64,68,61,81,77,76,61,Medium,Medium,Left,2,2,M,
Andreas Christodoulou,Cyprus,Apoel FC,GK,26,66,70,65,63,20,45,67,47,41,9,9,21,7,15,30,9,9,22,39,45,45,38,11,20,9,61,24,58,22,Medium,Medium,Right,2,1,M,68
George Cîmpanu,Romania,FC Univ. Cluj,RM,23,66,82,60,59,66,35,64,83,81,62,60,48,56,50,62,59,56,60,90,69,63,56,36,45,36,68,70,63,56,Medium,Low,Left,3,3,M,
Till Cissokho,France,Quevilly Rouen,CB,23,66,44,35,37,36,67,76,48,41,31,29,37,32,46,28,29,33,32,36,30,55,46,63,69,69,76,66,89,55,Low,Medium,Left,2,2,M,
Pelle Clement,Holland,Sparta Rotterdam,CM,27,66,64,60,67,67,56,61,69,59,62,59,67,56,57,65,63,57,64,75,75,63,63,59,55,53,63,73,57,55,Medium,Medium,Right,3,3,M,
Alexandre Coeff,France,SM Caen,CB,31,66,48,52,61,56,64,78,41,53,58,47,66,59,59,57,59,51,53,73,60,62,65,67,66,63,69,85,80,66,Medium,Medium,Right,3,2,M,
Devante Cole,England,Barnsley,ST,28,66,88,64,52,65,26,61,85,90,66,67,41,58,62,57,52,40,51,77,60,65,57,24,55,17,75,75,64,30,Medium,Low,Right,3,2,M,
James Collins,Republic of Ireland,Derby County,ST,32,66,54,65,55,63,40,78,52,55,68,66,50,63,71,60,43,44,61,65,53,67,68,36,69,32,75,74,82,73,High,High,Right,3,2,M,
Racine Coly,Senegal,İstanbulspor,LB,27,66,76,44,56,58,62,70,75,76,59,38,61,38,36,43,62,34,56,72,62,60,62,60,60,63,76,65,71,74,Low,Medium,Left,2,2,M,
Gabriel Compagnucci,Argentina,FCU 1948,RB,32,66,75,58,61,62,59,62,78,72,57,56,53,52,58,66,68,41,50,61,69,61,58,60,58,65,73,67,64,50,Medium,Medium,Right,3,3,M,
Christian Conteh,Germany,VfL Osnabrück,RW,24,66,93,51,51,76,28,56,94,93,59,54,42,51,40,53,55,35,50,89,80,64,62,19,39,27,61,69,52,50,High,Medium,Right,3,3,M,
Tommy Conway,Scotland,Bristol City,ST,21,66,84,64,46,65,20,54,85,83,68,69,33,49,61,53,42,36,37,66,72,62,53,15,62,12,74,57,56,38,High,Medium,Right,3,2,M,
Andy Cook,England,Bradford City,ST,32,66,54,65,53,59,28,84,52,55,68,67,53,64,60,58,40,40,58,45,68,65,63,23,68,25,87,70,91,85,Low,Low,Right,4,3,M,
Theo Corbeanu,Canada,Grasshopper Club,RM,21,66,81,58,61,71,47,63,79,82,61,58,54,50,55,61,61,64,64,74,71,55,64,39,49,45,69,70,69,40,High,Medium,Left,5,3,M,
Mael Corboz,United States,SC Verl,CM,29,66,77,55,62,66,60,71,76,77,59,53,64,42,43,66,57,45,41,75,75,66,68,64,51,54,68,86,64,71,Medium,Medium,Right,5,2,M,
Sergio Córdova,Venezuela,Alanyaspor,ST,26,66,72,66,52,69,23,65,72,72,62,66,50,66,62,58,36,40,61,67,65,63,55,18,63,17,80,55,78,40,Medium,Medium,Right,2,3,M,
Fernando Cornejo,Chile,Palestino,CDM,27,66,68,50,66,61,60,68,64,71,59,44,65,39,59,68,54,64,59,71,78,64,56,62,54,58,67,76,71,53,Medium,Medium,Right,3,2,M,
Ramón Coronel,Paraguay,Palmaflor,CB,32,66,62,34,51,41,66,74,61,63,53,34,49,32,39,48,52,28,44,62,75,54,53,64,59,68,75,70,83,57,Medium,Medium,Right,2,2,M,
Tomás Silva,Portugal,FC Vizela,RB,23,66,72,51,68,66,59,50,71,73,63,43,70,53,64,67,64,45,60,62,80,62,60,62,51,56,50,73,35,60,Medium,Medium,Right,3,3,M,
Cristian Costin,Romania,FC Dinamo 1948,RB,25,66,84,53,58,62,59,67,87,82,62,56,55,38,41,58,60,38,50,78,85,57,60,57,55,60,74,81,60,63,High,Medium,Right,3,3,M,
Jordan Cousins,Jamaica,Cambridge Utd,CDM,29,66,69,50,59,62,61,68,68,70,59,43,67,46,47,60,50,29,42,76,74,65,64,60,53,59,65,70,67,71,Low,High,Right,3,3,M,
Néstor Cova,Venezuela,Metropolitanos,LB,28,66,71,27,54,49,61,45,73,70,41,25,53,24,43,38,67,28,43,55,92,58,60,60,46,68,46,72,32,44,Medium,Medium,Left,2,2,M,
Nemanja Covic,Serbia,Henan SSLM FC,ST,32,66,64,67,54,63,33,65,61,67,69,70,48,63,68,63,39,45,48,58,54,64,52,26,68,27,74,57,75,48,Medium,Medium,Right,3,3,M,
Ljuban Crepulja,Croatia,FC Voluntari,CDM,30,66,58,57,61,57,66,68,61,55,61,54,65,47,59,61,50,58,53,65,65,62,67,64,63,62,68,75,65,68,High,High,Left,4,2,M,
Saúl Crespo,Spain,East Bengal,CDM,27,66,54,52,61,64,64,75,50,58,55,52,63,48,56,61,52,56,54,61,49,64,57,63,68,63,74,65,81,75,Low,Medium,Right,3,2,M,
Alejo Cruz,Uruguay,Danubio,LW,23,66,76,61,61,72,36,51,74,78,60,66,57,59,64,58,60,67,64,77,69,58,55,33,47,34,54,55,46,57,High,Low,Left,3,3,M,
Luke Cundle,England,Plymouth Argyle,CM,21,66,67,58,65,62,52,48,76,60,62,58,69,51,47,67,55,52,51,76,81,64,66,54,38,50,44,67,34,60,Medium,Medium,Right,3,2,M,
Marvin Çuni,Albania,Frosinone,ST,22,66,79,64,52,64,20,70,74,83,62,66,53,44,61,52,37,57,61,60,65,61,50,17,64,19,80,59,77,65,Medium,Medium,Right,3,2,M,
Lovro Cvek,Croatia,CFR 1907 Cluj,CDM,28,66,61,54,56,53,66,77,60,62,35,54,60,32,32,53,48,34,36,53,58,66,51,66,64,65,75,75,79,75,Medium,Medium,Right,3,2,M,
Christopher Cvetko,Austria,Austria Klagenfurt,CM,26,66,60,59,62,63,63,75,66,55,59,55,65,52,50,63,52,60,59,63,62,68,62,66,62,58,73,87,72,67,High,High,Left,3,2,M,
Luca D'Andrea,Italy,Catanzaro,RM,19,66,72,56,63,74,39,51,75,69,50,58,64,55,59,59,60,60,70,75,79,63,68,30,42,42,53,58,50,42,High,Medium,Left,2,3,M,
André Luís,Brazil,Jeonbuk Hyundai,ST,26,66,78,63,54,72,31,66,78,78,66,65,39,52,63,58,59,41,43,75,71,57,68,18,66,21,81,71,72,43,High,Medium,Left,2,3,M,
Josh Dacres-Cogley,England,Bolton,RWB,27,66,89,50,57,62,56,73,87,91,57,45,55,33,49,59,61,47,51,81,80,56,57,56,55,56,77,91,68,60,High,Medium,Right,3,2,M,
Renat Dadashov,Azerbaijan,Hatayspor,ST,24,66,67,66,53,61,25,70,67,67,63,65,44,61,70,53,50,46,66,67,67,65,59,21,71,25,79,63,72,73,High,Medium,Right,3,3,M,
Dalmau,Spain,Korona Kielce,ST,29,66,67,68,52,64,40,57,68,66,69,68,41,63,68,53,53,47,62,70,65,63,66,34,72,27,73,60,59,45,Medium,Low,Right,3,3,M,
Vitalie Damascan,Moldova,Sepsi OSK,ST,24,66,78,65,55,65,22,68,76,80,66,67,49,56,61,61,51,61,44,73,69,65,63,15,60,14,75,71,67,64,High,Medium,Right,3,2,M,
Misael Dávila,Chile,Palestino,CM,32,66,80,63,66,68,54,65,79,81,66,60,66,36,59,63,57,68,63,86,78,60,66,59,49,48,67,75,63,56,High,Medium,Left,3,2,M,
Maël de Gevigney,France,Barnsley,CB,24,66,65,28,51,49,67,68,64,65,28,23,57,23,36,40,39,24,39,42,55,66,63,67,63,65,70,71,70,60,Medium,Medium,Right,2,2,M,
Lautaro,Uruguay,FC Cartagena,ST,22,66,61,67,46,67,20,57,67,56,62,72,40,60,59,48,27,47,40,53,54,60,47,15,65,13,75,35,75,35,Medium,Medium,Right,4,3,M,
Juan Cruz De Los Santos,Uruguay,River Plate,RM,20,66,77,61,57,67,39,60,70,83,63,65,50,61,61,59,57,31,39,68,68,70,48,53,58,31,67,78,62,30,High,Medium,Left,3,3,M,
Daniel De Silva,Australia,Macarthur FC,CM,26,66,78,59,65,68,54,57,81,75,60,58,62,59,52,67,61,59,66,86,86,64,64,59,42,56,50,82,42,63,Medium,Medium,Right,3,3,M,
Koni De Winter,Belgium,Genoa,CB,21,66,65,38,52,60,69,62,62,68,30,29,62,41,49,31,51,34,51,62,54,55,54,64,70,70,70,62,65,54,Medium,Medium,Right,3,2,M,
Yannick Deichmann,Germany,FC Ingolstadt 04,CM,29,66,78,61,64,66,60,78,77,78,62,63,66,53,52,62,63,42,59,75,79,60,58,60,56,58,78,88,76,70,High,Medium,Right,4,2,M,
Mats Deijl,Holland,Go Ahead Eagles,RB,26,66,69,40,53,63,64,67,67,71,45,41,57,31,46,48,53,35,42,62,67,63,59,60,53,66,63,78,64,62,Medium,High,Right,3,2,M,
Maxim Dekker,Holland,AZ,CB,19,66,62,36,53,45,66,71,63,62,44,35,65,33,50,43,45,29,33,54,50,64,56,63,68,65,74,66,74,67,Medium,Medium,Left,3,2,M,
Luis Del Pino Mago,Venezuela,Banfield,CB,29,66,70,41,56,56,66,70,67,73,40,34,63,19,57,39,61,50,41,55,54,59,52,63,64,67,74,65,73,66,Medium,Medium,Left,2,2,M,
Moi Delgado,Spain,Racing de Ferrol,LB,29,66,81,35,57,60,59,65,80,82,49,25,55,32,38,52,65,48,57,82,74,64,62,62,50,58,67,79,59,62,High,Medium,Left,3,2,M,
Delmás,Spain,Racing de Ferrol,RB,28,66,74,36,55,64,60,68,75,73,62,29,50,29,49,45,65,35,63,73,61,60,55,61,59,60,72,78,66,59,Medium,Medium,Right,2,2,M,
Yohan Demoncy,France,Paris FC,CM,27,66,63,48,62,65,60,74,65,62,62,43,67,34,49,65,49,45,44,68,70,66,66,60,61,66,70,91,70,65,Low,Medium,Right,2,3,M,
Kyle Dempsey,England,Bolton,CM,28,66,69,60,64,64,61,72,68,70,64,60,66,47,48,65,59,65,61,69,73,64,67,63,51,59,71,91,62,73,High,High,Right,3,3,M,
Valentín Depietri,Argentina,Talleres,LM,22,66,74,57,62,71,48,48,74,74,63,65,56,51,50,64,68,46,53,73,49,49,55,39,44,51,50,60,46,36,Medium,Medium,Right,3,3,M,
Pape Djibril Diaw,Senegal,Stade Lavallois,CB,28,66,76,26,32,30,63,81,74,77,53,17,29,40,33,39,31,30,27,70,34,61,57,62,83,64,95,68,90,71,Medium,Medium,Left,2,2,M,
Diomar Díaz,Venezuela,Dep. Táchira,CM,33,66,79,66,63,64,47,66,83,75,68,66,66,53,50,65,57,45,54,74,81,64,68,59,45,42,69,68,67,59,Medium,Low,Right,3,3,M,
Victor Dican,Romania,FC Botoșani,CDM,22,66,69,52,53,51,65,76,67,70,52,55,58,50,49,51,40,30,38,64,64,64,57,63,65,60,77,81,78,64,Medium,High,Right,3,2,M,
Adrián Diéguez,Spain,Jagiellonia,CB,27,66,57,31,56,44,67,67,59,56,52,23,52,35,41,59,59,32,40,57,48,62,56,67,63,67,71,59,72,63,Medium,Medium,Left,2,2,M,
Lars Dietz,Germany,Viktoria Köln,CB,26,66,62,37,54,59,65,74,55,68,38,29,60,34,38,55,43,35,38,63,53,64,63,66,65,62,75,66,81,67,Medium,High,Right,3,2,M,
Ismaël Diomandé,Côte d'Ivoire,FC Petrolul,CDM,31,66,61,53,61,62,64,72,57,65,32,47,62,43,42,57,59,40,56,61,65,59,69,66,62,62,70,70,72,75,Medium,Medium,Right,3,3,M,
Maximilian Dittgen,Germany,FC Ingolstadt 04,ST,28,66,79,62,57,68,51,74,87,73,68,68,54,51,54,55,59,43,55,69,71,67,49,56,50,51,78,85,75,58,Medium,Medium,Left,3,3,M,
Mohamed Djetei,Cameroon,Albacete BP,CB,29,66,68,35,48,45,65,75,67,69,33,29,58,35,43,37,35,33,54,70,65,59,59,64,59,65,76,71,82,63,Medium,Medium,Right,3,2,M,
Toni Domgjoni,Kosovo,Vitesse,CM,25,66,50,57,65,67,64,69,63,39,64,51,66,63,50,64,59,55,65,70,73,68,68,63,61,62,68,74,67,67,Medium,Medium,Right,4,3,M,
Jerónimo Domina,Argentina,Unión,ST,17,66,81,69,56,67,39,51,83,79,66,70,59,65,60,50,54,47,49,82,80,58,51,43,54,37,63,56,49,45,Medium,Medium,Right,3,3,M,
John Donald,Spain,Elche CF,CB,23,66,48,43,57,49,68,55,44,51,49,39,58,39,41,59,46,35,40,55,64,66,52,69,65,67,60,36,60,67,Low,High,Right,3,2,M,
Mehdi Dorval,France,Bari,RB,22,66,73,35,57,64,58,59,72,74,50,37,63,37,39,39,62,32,50,75,56,67,46,56,44,62,57,70,58,47,High,Medium,Right,5,3,M,
Anderson,Brazil,SC Austria,CB,25,66,77,55,56,66,64,76,75,78,48,54,54,36,36,44,64,38,58,76,70,64,63,67,60,59,79,82,76,66,High,Medium,Right,3,3,M,
Hassani Dotson,United States,Minnesota United,CDM,26,66,65,61,58,65,65,67,65,65,58,59,64,36,36,52,55,38,30,62,63,65,61,65,52,64,63,76,66,59,Medium,Medium,Right,3,2,M,
Barry Douglas,Scotland,Lech Poznań,LB,34,66,62,64,69,64,63,60,60,64,67,60,68,49,69,67,72,71,75,70,69,65,70,64,59,63,61,60,55,70,Medium,Medium,Left,3,3,M,
Couhaib Driouech,Holland,Excelsior,LM,21,66,89,56,52,72,26,64,86,92,53,59,45,50,56,44,57,46,57,78,76,59,56,23,40,32,56,89,61,42,High,Low,Left,3,3,M,
Michael Duffy,Republic of Ireland,Derry City,LM,29,66,80,60,60,67,44,57,80,80,60,60,56,64,59,60,61,59,61,77,74,62,61,46,52,47,66,70,55,41,Medium,Low,Right,4,4,M,
Bryce Duke,United States,CF Montréal,CAM,22,66,66,56,68,70,46,56,68,64,61,54,65,49,50,69,66,61,66,80,84,64,66,41,39,41,49,67,54,48,Medium,Medium,Right,3,3,M,
Andres Dumitrescu,Romania,Slavia Praha,LB,22,66,75,39,53,49,62,64,76,75,52,35,56,33,29,50,59,27,43,70,61,65,52,62,56,65,70,71,60,66,Medium,Medium,Left,2,2,M,
Julien Duranville,Belgium,Borussia Dortmund,LM,17,66,84,60,58,77,23,49,87,81,51,61,56,51,48,55,54,55,63,90,87,58,56,20,33,23,53,56,47,43,Medium,Medium,Right,3,4,M,
Chris Durkin,United States,D.C. United,CM,23,66,56,58,65,64,62,68,49,62,55,56,65,48,50,62,64,60,66,53,67,64,61,63,52,60,56,82,63,65,Medium,High,Right,3,2,M,
Tomás Durso,Argentina,Gimnasia,GK,24,66,67,60,58,14,26,71,33,15,8,5,39,9,10,25,12,14,10,52,48,58,37,8,13,10,51,23,52,21,Medium,Medium,Right,2,1,M,69
César,Brazil,Boavista FC,GK,31,66,65,64,63,20,40,69,40,41,18,16,22,14,26,21,14,13,20,30,31,56,28,23,12,14,60,26,65,21,Medium,Medium,Right,2,1,M,68
Sampson Dweh,Liberia,Viktoria Plzeň,CB,21,66,64,31,41,43,65,69,61,67,33,28,44,26,42,36,30,32,29,56,63,66,55,64,67,63,76,52,77,68,Medium,Medium,Right,2,2,M,
Malcolm Ebiowei,England,Crystal Palace,RW,20,66,78,63,60,72,38,54,77,78,60,63,54,56,62,57,65,64,69,79,67,52,63,32,38,36,60,52,62,34,Medium,Medium,Left,3,3,M,
George Edmundson,England,Ipswich,CB,26,66,64,32,47,40,66,78,65,64,30,24,55,25,39,47,29,29,50,50,47,61,58,65,64,65,72,70,87,65,Medium,Medium,Right,3,2,M,
Tayo Edun,England,Charlton Ath,LB,25,66,72,45,59,62,61,68,75,69,54,39,62,36,55,58,56,55,35,82,83,64,61,63,56,60,67,80,59,74,Medium,Medium,Left,3,2,M,
Curtis Edwards,England,Stabæk Fotball,CM,29,66,47,64,67,62,58,69,47,47,66,59,71,67,49,69,68,57,72,77,75,63,64,56,53,57,56,81,62,73,Medium,Medium,Right,4,3,M,
Vitus Eicher,Germany,Heidenheim,GK,32,66,66,65,60,12,45,66,46,44,12,15,19,20,14,13,12,15,12,48,31,54,43,23,12,12,66,36,72,37,Medium,Medium,Left,2,1,M,68
Jacques Ekomié,Gabon,Bordeaux,LB,20,66,71,31,56,59,63,63,74,69,49,29,53,27,41,42,60,32,58,54,66,65,54,62,54,64,67,67,61,64,Medium,Medium,Left,3,2,M,
Neil El Aynaoui,France,RC Lens,CM,22,66,63,55,64,66,60,61,60,66,59,54,69,46,51,66,53,53,60,68,52,64,65,61,55,54,63,67,61,51,Medium,Medium,Right,3,3,M,
Omar El Hilali,Morocco,RCD Espanyol,RB,20,66,80,40,57,63,61,62,82,79,50,35,53,30,40,55,62,30,54,76,67,63,55,60,53,60,69,66,58,63,Medium,Medium,Right,3,3,M,
Simon Elisor,France,FC Metz,ST,24,66,74,66,57,66,36,67,74,74,65,67,55,60,66,56,50,55,67,66,61,56,55,30,70,30,77,72,69,55,Medium,Medium,Left,3,2,M,
Martin Ellingsen,Norway,Molde FK,CDM,28,66,57,59,64,63,63,67,53,61,61,54,67,55,60,60,63,48,65,67,78,62,68,65,57,61,65,65,71,60,Medium,Medium,Left,3,3,M,
Bartuğ Elmaz,Turkey,Fenerbahçe,CM,20,66,60,56,67,66,61,49,58,62,54,48,71,52,70,69,54,69,71,68,76,65,67,65,60,61,50,56,39,66,Medium,Medium,Right,4,2,M,
